city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	Haunted Places Date	wiki_date	Final Date	Parsed Year	Final Year	Year Match	Wiki Year	Wiki Verified	Keep Entry
Camillus	United States	Walking through there on a clear night, there is said to be a gargoyle that comes out at midnight. Strange winds that only hit certain people & flash lights malfunctioning only to work when leaving the area.	Brickyards	New York	NY	-76.31479329999999	43.0981674	-76.3040965	43.039233	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Carthage	United States	It is believed that in the 1950's a young married couple was killed in a drunk driving car accident, by 2 teenagers. they all died. at night it is said that the young couple run out in the road and steal young children because they had always wanted to have children. the 2 teenagers will take the children and return them to their parents.	state street	New York	NY	-75.604575	43.982376	-75.6093591	43.9781236	1950-01-01		1950-01-01	1950.0	1950.0	True		False	True
Cayuga	United States	Connecticut Hill - Orbs of light, human shapes, mists, and shadows at the location of a old cemetery.	Alpine	New York	NY	-73.8991565	40.89185	-76.7263397	42.9189555	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Cazenovia	United States	Hubbard Hall - 3rd floor - Residents report having alarm clocks go off and instantaneously their cell phone fly off the desk and door close seconds later no one else in the room besides her.	Cazenovia College	New York	NY	-75.8541481	42.9320977	-75.85269149999999	42.9300668	2025-02-03		2025-02-03		1824	False	1824	True	True
Clarence	United States	in the early morning hours of spring and fall driving down this old carriage road you can feel a presence of old world culture. If on the right night one can make out a man standing roadside holding a lantern, and two feet on the right or left you can see a young girl waiting with the man for something. Warning: Rumors of a kid beaten pretty badly, please do not stop, it may not be safe.	Delaware Rd	New York	NY	-78.62154319999999	43.0580614	-78.5770812	42.982216	2025-05-26		2025-05-26		1969	False	1969	True	True
Clinton Corners	United States	It is said that back in the early 1900's that a fiddler playing at a local Halloween party was on his way home when he was killed beneath the bridge. Now on Mischief Night and Halloween if you happen to be crossing the bridge around midnight stop your vehicle, roll down the windows and listen for the faint sound of a fiddle playing.	Fiddlers Bridge	New York	NY	-73.838256	41.867976	-73.76312519999999	41.8298561	1900-01-01		1900-01-01	1900.0	1900.0	True		False	True
Cobleskill	United States	This Inn was originally home to the Danforths, a prominent local family. Mrs. Danforth did not like drinking. Now that her home is a restaurant that serves alcohol, she has come back to haunt the place. She has been seen sitting in a rocking chair.	The Bulls Head Inn	New York	NY	-74.485478	42.677533	-74.4854172	42.677853	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Cohoes	United States	haunted by several different spirits, in particular by one in the balcony. Many people have seen her, she appears as a woman dressed in 1930's or 40's type clothing(a black dress).She is said to have a very angry look in her eyes. At one point this ghost has been seen in reflections in mirrors. Believed to be an actress by the name of Eva Tangue. Other ghosts seen include the Black Lady, a shadowy, female figure seen and heard in the balcony. There is another ghost, male, who has been heard and seen both onstage and in the wings; this is apparently the specter of a stage manager who was crushed by a sandbag.	Cohoes Music Hall	New York	NY	-73.701707	42.775654	-73.70011869999999	42.7742446	1930-01-01		1930-01-01	1930.0	1930.0	True		False	True
Cortland	United States	Cortland - Each year in the Clark dorm building, at Suny Cortland, room 716, a football player is spotted wearing his uniform with a gash in his eyebrow that is bleeding. He is said to be lurking in the hallways and sitting outside on the window sill.	State University of New York	New York	NY	-76.187797	42.599001	-76.1804843	42.6011813	2025-03-02	1948-01-01	2025-03-02		1948	False	1948	True	True
Cortland	United States	"Cortland - Cheney Hall - Cheney is one of two dormitories connected to Brockway Hall. ""Elizabeth"" was student at Cortland who resided in one of the oldest residence buildings on the university campus, Cheney. She was reportedly pushed from the fourth floor down the central staircase by her boyfriend in the early eighties. Strange happenings have been reported by students ever since. After the tragic death of the young woman, a mural was designed in her honor. Students living on the fourth floor of Cheney reported a feeling of unease when viewing the mural - as if they were being scrutinized by Elizabeth's representation in the massive painting. Since the time of her death, students claim to have spotted misty apparitions of outstretched arms and airy female figures that disappear when given a second glance. Incidentally, another female student recently fell from the same floor - the fourth. She had been intoxicated and leaned too far over the brass banister when she fell. She was completely unharmed."	State University of New York	New York	NY	-76.187797	42.599001	-76.1804843	42.6011813	2025-01-01	1948-01-01	1948-01-01		1948.0	False	1948	True	True
Cortland	United States	"Cortland - Degroat Hall - This hall is reported to be haunted, though no actual reports have been made. The ground floor had a ""tunnel"" or long hallway which led to Brockway Hall."	State University of New York	New York	NY	-76.187797	42.599001	-76.1804843	42.6011813	2025-01-01	1948-01-01	1948-01-01		1948.0	False	1948	True	True
Deposit	United States	Footsteps and floor creaking, then porch door swinging open, even though it was locked. This happened repeatedly throughout the nights, back in the early 70's.	Hanson's Resort	New York	NY	-75.459498	42.017664	-75.4276769	42.0600834	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Dewittville	United States	The Alms House/Poor Farm was located in Dewittville, NY. The cemetery is located on a portion of this property. The records date from 1833 - 1918. Grave markers were not used until 1869. The farm was used to house the poverty stricken people and the barn is the most haunted but numerous sightings of glowing orbs hearing weird noise's in the wood's.	Poor House Cemetery	New York	NY			-79.44532459999999	42.2392247	1833-01-01		1833-01-01	1833.0	1833.0	True		False	True
Dutchess County	United States	Benett College - An old abandon all girls college. Haunted by the girls who used to attend the school. Many girls committed suicide there and are still roaming the dorms.	Millbrook	New York	NY	-73.6940175	41.7850937	-73.7477857	41.7784372	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Erie Canal	United States	North side - The distance is a mere 1.5 miles between Canastota and Wampsville. There is a spot you actually can walk into an unseen mass but can be felt. It feels like walking into a blanket hanging on a clothesline. It is possible if you can encounter it to trace its contours. It is thought to be a draft horse standing facing westward.  April Additional information - know of a young man in high school that commited who was about 17 years old committed suicide in the area because of problems with his girlfriend. This may be a reason for the haunting.	Erie Canal Towpath	New York	NY	-76.26858779999999	43.0179714	-76.26858779999999	43.0179714	2025-02-01		2025-02-01		2003	False	2003	True	True
